,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
2975,BTS j-hope LINE Launcher theme,PERSONALIZATION,4.9,934,3.8,10000,Free,0.0,Everyone,Personalization
2976,K Health,HEALTH_AND_FITNESS,4.1,290,40.0,50000,Free,0.0,Teen,Health & Fitness
2977,CIRCLE K,SHOPPING,4.4,9140,14.0,500000,Free,0.0,Everyone,Shopping
2978,KIM KARDASHIAN: HOLLYWOOD,GAME,4.3,1017408,34.0,10000000,Free,0.0,Teen,Adventure
2979,Sight Words Pre-K to Grade-3,FAMILY,4.4,1185,40.0,100000,Free,0.0,Everyone,Educational;Education
2980,[Substratum] K-Manager for K-Klock,PERSONALIZATION,4.5,14,11.0,1000,Free,0.0,Everyone,Personalization
2981,KDRAMA Amino for K-Drama Fans,SOCIAL,4.6,4046,63.0,100000,Free,0.0,Teen,Social
2982,K keyboard - Myanmar,TOOLS,4.8,1955,14.0,100000,Free,0.0,Everyone,Tools
2983,Zapzapmath: K-6 Math Games,FAMILY,4.3,1065,61.0,100000,Free,0.0,Everyone,Educational;Education
2984,KPOP Amino for K-Pop Entertainment,SOCIAL,4.8,19047,63.0,100000,Free,0.0,Teen,Social
2985,K.MOJI,FAMILY,4.8,16,8.9,500,Paid,1.99,Everyone,Entertainment
2986,K-Chiing VPN (Free),TOOLS,3.7,43,10.0,5000,Free,0.0,Mature 17+,Tools
2987,Preschool All-In-One,FAMILY,4.1,9019,44.0,1000000,Free,0.0,Everyone,Casual;Education
2988,OST),FAMILY,3.7,4444,10.0,500000,Free,0.0,Everyone,Entertainment
2989,Kpop Music Quiz (K-pop Game),FAMILY,4.2,6418,59.0,100000,Free,0.0,Everyone,Casual
2990,Radio K - KUOM,FAMILY,4.5,39,7.4,1000,Free,0.0,Everyone,Entertainment
2991,Math Games for Pre-K - Grade 4,FAMILY,4.6,28,23.0,1000,Paid,1.99,Everyone,Education;Education
2992,"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,712737,50.0,10000000,Free,0.0,Everyone,Video Players & Editors
2993,Fuzzy Numbers: Pre-K Number Foundation,FAMILY,4.7,21,44.0,1000,Paid,5.99,Everyone,Education;Education
2994,K-Otic Universe,FAMILY,4.9,55,40.0,1000,Free,0.0,Everyone,Puzzle
2995,Magic Tiles - TWICE Edition (K-Pop),GAME,4.4,2351,62.0,100000,Free,0.0,Everyone,Music
2996,CASE K-12 Math English Science,FAMILY,4.6,60,2.1,10000,Free,0.0,Everyone,Education
2997,"Niche: College, K-12, and Neighborhood Search",LIFESTYLE,4.0,42,26.0,5000,Free,0.0,Everyone,Lifestyle
2998,"K-Spapp, the K-Space app",FAMILY,4.8,39,3.6,1000,Free,0.0,Everyone,Education
2999,"Math Quiz Free: Grades K,1,2,3",FAMILY,4.3,159,13.0,10000,Free,0.0,Everyone,Education;Education
3000,K-9 Material (unofficial),COMMUNICATION,4.4,64,4.5,5000,Free,0.0,Teen,Communication
3001,Discovery K!ds Play! Español,FAMILY,4.2,11263,35.0,1000000,Free,0.0,Everyone,Entertainment;Music & Video
3002,Magic Tiles - Blackpink Edition (K-Pop),GAME,4.6,4304,71.0,100000,Free,0.0,Everyone,Music
3003,Anna.K Tarot,FAMILY,4.8,17,23.0,100,Paid,3.99,Mature 17+,Entertainment
3004,K-pop Music,FAMILY,4.0,369,3.5,10000,Free,0.0,Everyone,Entertainment
3005,Daily K-Talk,FAMILY,4.3,264,60.0,10000,Free,0.0,Everyone,Education
3006,Korean Dungeon: K-Word 1000,GAME,4.7,703,40.0,10000,Free,0.0,Everyone 10+,Word
3007,Talking Tom Gold Run,GAME,4.6,2694969,78.0,100000000,Free,0.0,Everyone,Action
3008,"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,972256,20.0,50000000,Free,0.0,Teen,Shopping
3009,"L.POINT - 엘포인트 [ 포인트, 멤버십, 적립, 사용, 모바일 카드, 쿠폰, 롯데]",LIFESTYLE,4.0,45224,49.0,5000000,Free,0.0,Everyone,Lifestyle
3010,Love Balls,FAMILY,4.2,357049,40.0,50000000,Free,0.0,Everyone,Puzzle
3011,SpongeBob Diner Dash,FAMILY,4.0,576210,48.0,50000000,Free,0.0,Everyone,Casual
3012,Last Day on Earth: Survival,GAME,4.5,2308916,87.0,10000000,Free,0.0,Teen,Action
3013,"Messenger L SMS, MMS",PERSONALIZATION,4.0,6263,20.0,500000,Free,0.0,Everyone,Personalization
3014,Tom Loves Angela,FAMILY,4.1,1111915,50.0,100000000,Free,0.0,Everyone,Entertainment
3015,EXO-L,FAMILY,4.6,67410,0.865,1000000,Free,0.0,Everyone,Entertainment
3016,Lie Detector,FAMILY,3.1,306,2.9,50000,Free,0.0,Everyone,Simulation
3017,EXO-L Amino for EXO Fans,SOCIAL,4.9,5677,67.0,50000,Free,0.0,Teen,Social
3018,Calculator L,PRODUCTIVITY,4.5,2965,2.4,100000,Free,0.0,Everyone,Productivity
3019,My Teacher - Classroom Play,FAMILY,4.0,155276,61.0,10000000,Free,0.0,Everyone,Role Playing;Pretend Play
3020,Emoji Android L Keyboard,PRODUCTIVITY,4.0,11535,6.8,1000000,Free,0.0,Everyone,Productivity
3021,Lollipop Keyboard L Pro,PERSONALIZATION,3.6,5525,2.6,500000,Free,0.0,Everyone,Personalization
3022,French to English Speaking - Apprendre l' Anglais,FAMILY,4.5,4251,13.0,1000000,Free,0.0,Everyone,Education
3023,Ant Smasher by Best Cool & Fun Games,GAME,4.2,1185148,29.0,100000000,Free,0.0,Everyone,Arcade
3024,Cheating Tom 3 - Genius School,GAME,4.3,90415,84.0,10000000,Free,0.0,Everyone,Arcade
3025,Clock L,PERSONALIZATION,3.9,2852,5.4,100000,Free,0.0,Everyone,Personalization
3026,Dialer theme Droid L,PERSONALIZATION,4.3,1734,2.8,100000,Free,0.0,Mature 17+,Personalization
3027,SPEED L,SHOPPING,4.3,85,2.9,50000,Free,0.0,Everyone,Shopping
3028,Lie Detector Test Prank,FAMILY,4.4,222308,6.9,10000000,Free,0.0,Everyone,Entertainment
3029,Xbox,FAMILY,4.3,556659,46.0,10000000,Free,0.0,Everyone,Entertainment
3030,Je Parle ANGLAIS - Apprendre l’anglais Audio cours,FAMILY,4.4,499,27.0,100000,Free,0.0,Everyone,Education
3031,Mobizen Screen Recorder for SAMSUNG,VIDEO_PLAYERS,4.4,953894,37.0,10000000,Free,0.0,Everyone,Video Players & Editors
3032,MapleStory M,FAMILY,3.5,31538,82.0,1000000,Free,0.0,Everyone 10+,Role Playing
3033,M-Files,BUSINESS,4.4,236,44.0,10000,Free,0.0,Everyone,Business
3034,M Launcher -Marshmallow 6.0,PERSONALIZATION,4.4,37234,7.3,1000000,Free,0.0,Everyone,Personalization
3035,"Mobizen Screen Recorder for LG - Record, Capture",VIDEO_PLAYERS,4.5,58820,37.0,1000000,Free,0.0,Everyone,Video Players & Editors
3036,MakeupPlus - Your Own Virtual Makeup Artist,PHOTOGRAPHY,4.4,758780,53.0,50000000,Free,0.0,Everyone,Photography
3037,M3-X5-X6-M-İ3-İ8 RACİNG 2018,GAME,4.4,596,44.0,100000,Free,0.0,Everyone,Arcade
3038,360-M Flight,TOOLS,3.9,84,24.0,10000,Free,0.0,Everyone,Tools
3039,M-acceleration 3D Car Racing,GAME,3.9,1202,34.0,100000,Free,0.0,Everyone,Racing
3040,M+,NEWS_AND_MAGAZINES,4.9,198,9.1,10000,Free,0.0,Everyone,News & Magazines
3041,Super Hero M Craft Run,GAME,3.7,303,38.0,100000,Free,0.0,Everyone,Arcade
3042,M-Sight Pro,VIDEO_PLAYERS,3.3,30,15.0,5000,Free,0.0,Everyone,Video Players & Editors
3043,💎 I'm rich,LIFESTYLE,3.8,718,26.0,10000,Paid,399.99,Everyone,Lifestyle
3044,Don't Hug Me I'm So Scared,GAME,3.5,901,63.0,50000,Free,0.0,Everyone,Adventure
3045,GTS-M,TOOLS,4.2,38,0.251,5000,Free,0.0,Everyone,Tools
3046,M star Dialer,COMMUNICATION,3.5,400,4.2,100000,Free,0.0,Everyone,Communication
3047,I'm Rich - Trump Edition,LIFESTYLE,3.6,275,7.3,10000,Paid,400.0,Everyone,Lifestyle
3048,I’m Expecting - Pregnancy App,HEALTH_AND_FITNESS,4.6,71266,49.0,1000000,Free,0.0,Everyone,Health & Fitness
3049,Free WiFi Connect,COMMUNICATION,3.9,167229,9.7,10000000,Free,0.0,Everyone,Communication
3050,M Notifier for M Launcher,TOOLS,4.2,2803,1.4,100000,Free,0.0,Everyone,Tools
3051,M Theme - Dark Green Icon Pack,PERSONALIZATION,4.2,202,4.9,10000,Free,0.0,Everyone,Personalization
3052,m-Faisaa,FINANCE,4.0,142,6.2,10000,Free,0.0,Everyone,Finance
3053,m:go BiH,COMMUNICATION,3.2,559,6.0,10000,Free,0.0,Everyone,Communication
3054,Libre Scan (Diabetes:M addon),MEDICAL,2.4,102,1.2,10000,Free,0.0,Everyone,Medical
3055,m.ride - your motorcycle app,AUTO_AND_VEHICLES,4.5,189,16.0,10000,Free,0.0,Everyone,Auto & Vehicles
3056,Rope'n'Fly 4,GAME,4.1,234606,59.0,10000000,Free,0.0,Everyone,Action
3057,N Launcher: Nougat Theme,PERSONALIZATION,4.2,128,7.7,10000,Free,0.0,Everyone,Personalization
3058,Dino in City-Dinosaur N Police,FAMILY,3.7,10035,30.0,1000000,Free,0.0,Teen,Simulation
3059,N Launcher Pro - Nougat 7.0,PERSONALIZATION,4.3,2538,6.4,100000,Paid,2.99,Everyone,Personalization
3060,Cops N Robbers - FPS Mini Game,GAME,4.2,156862,64.0,5000000,Free,0.0,Everyone 10+,Action
3061,Cops N Robbers 2,GAME,4.1,63680,46.0,1000000,Free,0.0,Everyone 10+,Adventure
3062,Hands 'n Guns Simulator,FAMILY,3.9,19727,76.0,1000000,Free,0.0,Teen,Simulation
3063,Hide N Seek : Mini Game,GAME,3.8,4719,54.0,500000,Free,0.0,Everyone,Action
3064,N Launcher - Nougat 7.0,PERSONALIZATION,4.4,32597,8.4,1000000,Free,0.0,Everyone,Personalization
3065,Cook'n Recipe App,LIFESTYLE,3.4,552,22.0,10000,Free,0.0,Everyone,Lifestyle
3066,Rope'n'Fly 3 - Dusk Till Dawn,GAME,4.0,166033,23.0,10000000,Free,0.0,Everyone 10+,Arcade
3067,Tap N Pay,PRODUCTIVITY,4.4,253,8.2,10000,Free,0.0,Everyone,Productivity
3068,N-Com Wizard,COMMUNICATION,3.3,960,3.8,50000,Free,0.0,Everyone,Communication
3069,Drag'n'Boom,GAME,4.8,133180,54.0,1000000,Free,0.0,Everyone 10+,Arcade
3070,Traps n' Gemstones,GAME,4.5,413,9.1,1000,Paid,4.99,Everyone,Adventure
3071,Shop 'n Save,SHOPPING,3.4,620,40.0,100000,Free,0.0,Everyone,Shopping
3072,Dual N-Back - Brain game,FAMILY,4.3,817,28.0,100000,Free,0.0,Everyone,Educational
3073,N Files - File Manager & Explorer,PRODUCTIVITY,4.3,369,11.0,10000,Free,0.0,Everyone,Productivity
3074,Guns'n'Glory Zombies Premium,FAMILY,4.1,313,34.0,5000,Paid,2.99,Everyone 10+,Strategy
3075,Cops N Robbers,GAME,4.0,37789,58.0,1000000,Free,0.0,Teen,Adventure
3076,Guns'n'Glory Premium,FAMILY,4.4,3570,21.0,100000,Paid,2.99,Everyone 10+,Strategy
3077,Madagascar Surf n' Slides Free,FAMILY,3.8,48929,45.0,5000000,Free,0.0,Everyone,Educational;Education
3078,Guns'n'Glory,FAMILY,4.4,89947,22.0,5000000,Free,0.0,Everyone 10+,Strategy
3079,Ghosts'n Goblins MOBILE,GAME,3.8,466,28.0,10000,Paid,0.99,Everyone,Arcade
3080,Mopar Drag N Brag,GAME,4.2,30630,17.0,1000000,Free,0.0,Everyone,Racing
3081,Read Unlimitedly! Kids'n Books,FAMILY,3.8,7462,31.0,1000000,Free,0.0,Everyone,Education;Music & Video
3082,Dark Infusion Substratum Theme for Android N & O,PERSONALIZATION,4.8,133,59.0,1000,Paid,2.49,Everyone,Personalization
3083,Fantastic Chefs: Match 'n Cook,FAMILY,4.7,8600,91.0,500000,Free,0.0,Everyone,Puzzle
3084,Eat'n Park,LIFESTYLE,3.5,292,20.0,50000,Free,0.0,Everyone,Lifestyle
3085,Draw N Guess Multiplayer,GAME,3.9,29505,69.0,1000000,Free,0.0,Everyone,Word
3086,Car Parking Crane N Drifting,FAMILY,4.2,106,71.0,50000,Free,0.0,Everyone,Simulation
3087,Lock 'n' Roll Pro - Ad Free,GAME,4.6,169,13.0,1000,Paid,0.99,Everyone,Card
3088,Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33.0,100000,Free,0.0,Teen,Casino
3089,Age of Conquest: N. America,FAMILY,4.5,659,3.3,10000,Paid,3.99,Everyone,Strategy
3090,Sketch 'n' go,VIDEO_PLAYERS,3.8,3965,6.4,100000,Free,0.0,Everyone,Video Players & Editors
3091,Guns'n'Glory WW2 Premium,FAMILY,4.5,4656,20.0,100000,Paid,2.99,Everyone 10+,Strategy
3092,Rock n Roll Music Quiz Game,GAME,3.7,80,7.6,10000,Free,0.0,Everyone,Trivia
3093,Cook 'n Learn Smart Kitchen,FAMILY,3.5,205,62.0,50000,Free,0.0,Everyone,Educational;Education
3094,Jump'N'Shoot Attack,GAME,4.1,155,32.0,1000,Paid,2.49,Everyone,Arcade
3095,Ghouls'n Ghosts MOBILE,GAME,3.9,168,49.0,5000,Paid,1.99,Everyone 10+,Arcade
3096,N-Back,FAMILY,4.1,413,0.93,10000,Free,0.0,Everyone,Puzzle
3097,Oddworld: New 'n' Tasty,GAME,4.6,1475,34.0,10000,Paid,4.99,Teen,Action
3098,Knights N Squires,FAMILY,4.4,148826,49.0,1000000,Free,0.0,Teen,Role Playing
3099,Planet O - Icon Pack,PERSONALIZATION,4.6,354,24.0,10000,Paid,0.99,Everyone,Personalization
3100,The Noise-O-Meter,FAMILY,4.0,1699,72.0,100000,Free,0.0,Everyone,Entertainment;Music & Video
3101,O Launcher 8.0 for Android™ O Oreo Launcher,TOOLS,4.4,11393,8.7,1000000,Free,0.0,Everyone,Tools
3102,Stand O’Food® (Full),FAMILY,4.4,925,40.0,10000,Paid,1.99,Everyone,Casual
3103,WiFi-o-Matic,PRODUCTIVITY,4.0,736,6.8,50000,Free,0.0,Everyone,Productivity
3104,Detect-O-Gromit (D.O.G 2),FAMILY,3.8,45,47.0,10000,Paid,2.49,Everyone,Entertainment
3105,O Shopping,SHOPPING,3.9,671,3.6,100000,Free,0.0,Everyone,Shopping
3106,AC Remote for O General - NOW FREE,TOOLS,3.7,274,26.0,50000,Free,0.0,Everyone,Tools
3107,O'Route Orienteering,SPORTS,4.2,6,1.3,100,Paid,3.02,Everyone,Sports
3108,Drink-O-Tron The Drinking Game,GAME,4.1,140,45.0,50000,Free,0.0,Mature 17+,Card
3109,Multiling O Keyboard + emoji,PRODUCTIVITY,4.3,30443,0.54,1000000,Free,0.0,Everyone,Productivity
3110,Google I/O 2018,BOOKS_AND_REFERENCE,4.3,22401,4.6,500000,Free,0.0,Everyone,Books & Reference
3111,Prime Key for Nougat Launcher& O Launcher &KitKat,PERSONALIZATION,4.1,324,0.313,5000,Paid,6.99,Everyone,Personalization
3112,OO Launcher for Android O 8.0 Oreo™ Launcher,PERSONALIZATION,4.4,14832,8.6,1000000,Free,0.0,Everyone,Personalization
3113,Band O'Clock,LIFESTYLE,3.8,1140,0.746,100000,Free,0.0,Everyone,Lifestyle
3114,O Launcher,TOOLS,4.3,2059,10.0,100000,Free,0.0,Everyone,Tools
3115,O-Star,DATING,4.4,59,38.0,5000,Free,0.0,Everyone,Dating
3116,Verdad o Reto,SOCIAL,3.8,826,5.1,500000,Free,0.0,Teen,Social
3117,Pixlr-o-matic,PHOTOGRAPHY,4.5,180697,6.1,10000000,Free,0.0,Everyone,Photography
3118,O-Level Past Papers & Solution (up to 2017),FAMILY,3.8,589,28.0,100000,Free,0.0,Everyone,Education
3119,"O Multiple - App Cloner, Duals APP, tarallel",TOOLS,3.9,145,5.2,50000,Free,0.0,Everyone,Tools
3120,The Maze Runner,GAME,4.0,428268,22.0,10000000,Free,0.0,Everyone,Action
3121,PicsArt Photo Studio: Collage Maker & Pic Editor,PHOTOGRAPHY,4.5,7590099,34.0,100000000,Free,0.0,Teen,Photography
3122,P Icon Pack for Pixel,PERSONALIZATION,4.4,38,51.0,1000,Free,0.0,Everyone,Personalization
3123,Android P | Xperia™ Theme 4800+ icons,PERSONALIZATION,4.6,29,39.0,100,Paid,1.99,Everyone,Personalization
3124,P-Home for KLWP,PERSONALIZATION,5.0,4,12.0,100,Paid,0.99,Everyone,Personalization
3125,[substratum] Vacuum: P,PERSONALIZATION,4.4,230,11.0,1000,Paid,1.49,Everyone,Personalization
3126,"Super P Launcher for Android P 9.0 launcher, theme",TOOLS,4.4,2026,7.5,100000,Free,0.0,Everyone,Tools
3127,pixiv,SOCIAL,4.2,86956,24.0,1000000,Free,0.0,Mature 17+,Social
3128,[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,4.0,13,19.0,100,Paid,0.99,Everyone,Personalization
3129,Theme Android P Design for LG V30,PERSONALIZATION,4.2,35,5.2,500,Paid,1.49,Everyone,Personalization
3130,Theme Android P for LG G7 & V35,PERSONALIZATION,4.6,5,4.5,100,Paid,1.49,Everyone,Personalization
3131,Volume Slider Like Android P Volume Control,TOOLS,4.1,1129,1.7,10000,Paid,0.99,Everyone,Tools
3132,P Launcher for Android™ 9.0,PERSONALIZATION,3.9,35,6.3,5000,Free,0.0,Everyone,Personalization
3133,Theme Android P Black design for LG V30,PERSONALIZATION,4.4,8,6.2,100,Paid,1.49,Everyone,Personalization
3134,P Launcher Theme For Android™ 9.0,PERSONALIZATION,3.9,213,28.0,10000,Free,0.0,Everyone,Personalization
3135,Theme Android P Black for LG G7 & V35,PERSONALIZATION,4.6,5,4.3,100,Paid,1.49,Everyone,Personalization
3136,P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,4.5,216,5.7,50000,Free,0.0,Everyone,Personalization
3137,Android P 9.0,PERSONALIZATION,3.0,12,4.9,500,Free,0.0,Everyone,Personalization
3138,Android P Wallpapers,PERSONALIZATION,3.6,53,2.0,5000,Free,0.0,Everyone,Personalization
3139,P XPERIA Theme™ | Design For SONY 🎨,PERSONALIZATION,4.4,147,16.0,10000,Free,0.0,Everyone,Personalization
3140,Parallel Space - Multiple accounts & Two face,PERSONALIZATION,4.6,3062845,7.4,100000000,Free,0.0,Everyone,Personalization
3141,P9 Launcher - Android™ 9.0 P Launcher Style,TOOLS,4.3,1162,7.3,100000,Free,0.0,Everyone,Tools
3142,Android P Style Icon Pack,PERSONALIZATION,5.0,1,60.0,100,Paid,0.99,Everyone,Personalization
3143,Android P Stock Wallpapers,PERSONALIZATION,4.5,16,3.7,1000,Free,0.0,Everyone,Personalization
3144,G-Pix [Android P] Dark EMUI 8/5 THEME,PERSONALIZATION,4.1,169,24.0,10000,Free,0.0,Everyone,Personalization
3145,G-Pix [Android P] EMUI 8/5 THEME,PERSONALIZATION,4.1,720,10.0,100000,Free,0.0,Everyone,Personalization
3146,Android-P Mono Grey EMUI 8/5 Theme,PERSONALIZATION,4.5,61,7.5,10000,Free,0.0,Everyone,Personalization
3147,Materialistic P Wallpapers,PERSONALIZATION,4.8,24,3.6,1000,Free,0.0,Everyone,Personalization
3148,Android P Rotation,TOOLS,4.5,502,2.0,10000,Free,0.0,Everyone,Tools
3149,Android P Launcher 9.0 launcher,TOOLS,4.0,164,2.3,10000,Free,0.0,Everyone,Tools
3150,Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,4.8,18,16.0,5000,Paid,1.49,Everyone,Personalization
3151,pretty Easy privacy p≡p,COMMUNICATION,3.7,21,20.0,500,Paid,0.99,Everyone,Communication
3152,Pi Dark [substratum],PERSONALIZATION,4.5,189,2.1,10000,Free,0.0,Everyone,Personalization
3153,"Q Alerts: QAnon Drop Notifications, Research +++",NEWS_AND_MAGAZINES,4.7,143,26.0,5000,Paid,0.99,Mature 17+,News & Magazines
3154,The Q - Live Trivia Game Network,GAME,2.7,1486,14.0,100000,Free,0.0,Everyone,Trivia
3155,Fossil Q,LIFESTYLE,2.9,6627,18.0,500000,Free,0.0,Everyone,Lifestyle
3156,Q,FAMILY,4.2,69126,60.0,1000000,Free,0.0,Everyone,Puzzle
3157,Q Cat Live Wallpaper,PERSONALIZATION,4.2,4383,7.1,500000,Free,0.0,Teen,Personalization
3158,Fossil Q Legacy,LIFESTYLE,2.6,680,60.0,50000,Free,0.0,Everyone,Lifestyle
3159,Offroad Car Q,FAMILY,4.1,24668,40.0,1000000,Free,0.0,Everyone,Simulation
3160,Q*bert: Rebooted,GAME,4.3,13788,55.0,1000000,Free,0.0,Everyone,Arcade
3161,Gun Shoot War Q,GAME,4.2,26893,20.0,1000000,Free,0.0,Teen,Arcade
3162,FaceQ,FAMILY,4.4,591411,19.0,10000000,Free,0.0,Teen,Entertainment
3163,Q Link Wireless Zone,PRODUCTIVITY,4.0,2194,17.0,500000,Free,0.0,Everyone,Productivity
3164,Q Avatar (Avatar Maker),COMICS,4.4,2012,3.6,100000,Free,0.0,Everyone,Comics
3165,Q downloader : download your social media videos,FAMILY,4.1,41,4.5,1000,Free,0.0,Everyone,Entertainment
3166,Q Avatar Pro,FAMILY,4.8,4,3.6,100,Paid,1.49,Teen,Entertainment
3167,Q-See Plus,VIDEO_PLAYERS,2.2,32,33.0,5000,Free,0.0,Everyone,Video Players & Editors
3168,Q Wunder,FAMILY,3.8,156,43.0,10000,Free,0.0,Everyone,Education;Education
3169,Q-See QC View,TOOLS,3.1,657,21.0,100000,Free,0.0,Everyone,Tools
3170,Leica Q,PHOTOGRAPHY,3.1,133,2.3,10000,Free,0.0,Everyone,Photography
3171,Q Remote Control,TOOLS,3.8,4264,14.0,500000,Free,0.0,Everyone,Tools
3172,Q-Ticketing,MAPS_AND_NAVIGATION,3.8,114,19.0,10000,Free,0.0,Everyone,Maps & Navigation
3173,DJMAX TECHNIKA Q - Music Game,GAME,4.3,21107,95.0,100000,Free,0.0,Everyone,Music
3174,myQ,TOOLS,3.6,3642,29.0,100000,Free,0.0,Everyone,Tools
3175,QR Code Reader,TOOLS,4.0,495971,2.7,50000000,Free,0.0,Everyone,Tools
3176,Q-slope,TOOLS,4.5,2,3.9,50,Paid,1.76,Everyone,Tools
3177,Q-Tech Companion App,FOOD_AND_DRINK,1.8,17,3.1,10000,Free,0.0,Everyone,Food & Drink
3178,Q Mobile Banking,FINANCE,4.7,460,12.0,10000,Free,0.0,Everyone,Finance
3179,Q Quiz SK,FAMILY,3.9,159,39.0,5000,Free,0.0,Everyone,Education
3180,Big Q Car Service,MAPS_AND_NAVIGATION,4.4,75,26.0,5000,Free,0.0,Everyone,Maps & Navigation
3181,Q-See QT View,TOOLS,3.6,7357,19.0,100000,Free,0.0,Everyone,Tools
3182,ROBLOX,FAMILY,4.5,4443407,67.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure
3183,"DataCamp - Learn R, Python & SQL",FAMILY,4.4,944,12.0,100000,Free,0.0,Everyone,Education
3184,R Language Reference Guide,BOOKS_AND_REFERENCE,3.9,54,2.8,10000,Free,0.0,Everyone,Books & Reference
3185,Run R Script - Online Statistical Data Analysis,FAMILY,3.9,8,6.2,1000,Free,0.0,Everyone,Education
3186,R Programming Language,FAMILY,3.8,39,2.9,1000,Free,0.0,Everyone,Education
3187,R. Physics Puzzle Game,FAMILY,4.2,5369,60.0,500000,Free,0.0,Everyone,Puzzle
3188,R Instructor,FAMILY,4.1,135,4.9,1000,Paid,4.84,Everyone,Education
3189,GT-R R35 Drift Simulator,FAMILY,4.4,1852,62.0,100000,Free,0.0,Everyone,Simulation
3190,Offroad Pickup Truck R,FAMILY,4.4,6367,96.0,1000000,Free,0.0,Everyone,Simulation
3191,R Programing Offline Tutorial,BOOKS_AND_REFERENCE,5.0,4,3.9,1000,Free,0.0,Everyone,Books & Reference
3192,Learn R Language Easy Way,FAMILY,4.1,17,2.2,10000,Free,0.0,Everyone,Education
3193,.R,TOOLS,4.5,259,0.203,10000,Free,0.0,Everyone,Tools
3194,R-TYPE II,GAME,4.3,5682,37.0,50000,Paid,1.99,Everyone,Arcade
3195,R Programming Solution,FAMILY,3.9,169,7.7,10000,Free,0.0,Everyone,Education
3196,Learn R - Programming Concepts,FAMILY,3.5,6,2.9,1000,Free,0.0,Everyone,Education
3197,Car Parking Nissan GT-R R35 Simulator,FAMILY,3.2,513,34.0,100000,Free,0.0,Everyone,Simulation
3198,R-net for Android,PRODUCTIVITY,3.3,48,0.058,5000,Free,0.0,Everyone,Productivity
3199,R File Manager,TOOLS,4.8,17,6.7,50,Free,0.0,Everyone,Tools
3200,R-TYPE,GAME,4.5,7687,23.0,100000,Paid,1.99,Everyone,Arcade
3201,R Studio,SHOPPING,3.7,23,8.9,5000,Free,0.0,Everyone,Shopping
3202,Day R Premium,FAMILY,4.8,51068,57.0,100000,Paid,4.99,Teen,Role Playing
3203,"Join R, Community Engagement",SOCIAL,4.7,144,12.0,1000,Free,0.0,Teen,Social
3204,R Bank,FINANCE,4.3,90,13.0,5000,Free,0.0,Everyone,Finance
3205,Elemental Knights R Platinum,FAMILY,3.8,2925,93.0,50000,Paid,4.77,Teen,Role Playing
3206,Wonder5 Masters R,FAMILY,4.1,1655,83.0,100000,Free,0.0,Everyone,Role Playing
3207,Neon-R (Red),PERSONALIZATION,4.7,25,41.0,100,Paid,0.99,Everyone,Personalization
3208,R. Lee Ermey's Official Sound,FAMILY,4.2,1696,2.7,100000,Free,0.0,Mature 17+,Entertainment
3209,SHAREit - Transfer & Share,TOOLS,4.6,7775146,17.0,500000000,Free,0.0,Everyone,Tools
3210,S Launcher for Galaxy TouchWiz,PERSONALIZATION,4.2,11244,2.2,1000000,Free,0.0,Everyone,Personalization
3211,S Player - Lightest and Most Powerful Video Player,TOOLS,4.6,14224,7.1,1000000,Free,0.0,Everyone,Tools
3212,Offroad Pickup Truck S,FAMILY,4.2,5178,20.0,1000000,Free,0.0,Everyone,Simulation
3213,S Launcher Pro for Galaxy,PERSONALIZATION,4.1,47,0.026000000000000002,1000,Paid,4.99,Everyone,Personalization
3214,S Note,PRODUCTIVITY,4.1,12435,31.0,10000000,Free,0.0,Everyone,Productivity
3215,"S Photo Editor - Collage Maker , Photo Collage",PHOTOGRAPHY,4.4,972574,45.0,100000000,Free,0.0,Everyone,Photography
3216,Stupid Zombies,GAME,4.5,464900,33.0,10000000,Free,0.0,Teen,Arcade
3217,S’more - Earn Cash Rewards,PRODUCTIVITY,4.1,15097,14.0,1000000,Free,0.0,Everyone,Productivity
3218,PitchBlack S - Samsung Substratum Theme “For Oreo”,PERSONALIZATION,4.5,90,37.0,1000,Paid,1.99,Everyone,Personalization
3219,Samsung Smart Switch Mobile,TOOLS,4.3,146913,24.0,100000000,Free,0.0,Everyone,Tools
3220,"S S9 Launcher - Galaxy S8/S9 Launcher, theme, cool",TOOLS,4.4,22503,6.5,1000000,Free,0.0,Everyone,Tools
3221,Five Nights at Freddy's 2 Demo,FAMILY,4.3,1503544,40.0,50000000,Free,0.0,Teen,Strategy
3222,Crime Wars S. Andreas,GAME,4.3,5785,93.0,500000,Free,0.0,Teen,Racing
3223,S Pen Keeper,TOOLS,3.8,560,0.314,50000,Free,0.0,Everyone,Tools
3224,SH Script Runner,PRODUCTIVITY,3.9,334,3.7,50000,Free,0.0,Everyone,Productivity
3225,City Taxi Driver sim 2016: Cab simulator Game-s,FAMILY,4.1,16111,57.0,1000000,Free,0.0,Everyone,Simulation
